"동별(1)","동별(2)",동별(3),구분별(1),구분별(2),구분별(3),2010
"서울시","서초구",반포3동,총가구,일반가구,비친족(혈연)가구,29
"서울시","서초구",반포3동,총가구,일반가구,보통가구,6363
"서울시","서초구",반포3동,총가구,집단가구,비혈연 6인이상 가구,-
"서울시","서초구",반포3동,총가구,집단가구,집단시설가구,-
"서울시","서초구",반포3동,총가구,외국인가구,소계,25
"서울시","서초구",반포4동,총가구,소계,소계,6432
"서울시","서초구",반포4동,총가구,일반가구,소계,6288
"서울시","서초구",반포4동,총가구,일반가구,1인가구,860
"서울시","서초구",반포4동,총가구,일반가구,비친족(혈연)가구,63
"서울시","서초구",반포4동,총가구,일반가구,보통가구,5365
"서울시","서초구",반포4동,총가구,집단가구,비혈연 6인이상 가구,2
"서울시","서초구",반포4동,총가구,집단가구,집단시설가구,1
"서울시","서초구",반포4동,총가구,외국인가구,소계,141
"서울시","서초구",방배본동,총가구,소계,소계,6405
"서울시","서초구",방배본동,총가구,일반가구,소계,6339
"서울시","서초구",방배본동,총가구,일반가구,1인가구,970
"서울시","서초구",방배본동,총가구,일반가구,비친족(혈연)가구,55
"서울시","서초구",방배본동,총가구,일반가구,보통가구,5314
"서울시","서초구",방배본동,총가구,집단가구,비혈연 6인이상 가구,-
"서울시","서초구",방배본동,총가구,집단가구,집단시설가구,-
"서울시","서초구",방배본동,총가구,외국인가구,소계,66
"서울시","서초구",방배1동,총가구,소계,소계,5458
"서울시","서초구",방배1동,총가구,일반가구,소계,5428
"서울시","서초구",방배1동,총가구,일반가구,1인가구,1059
"서울시","서초구",방배1동,총가구,일반가구,비친족(혈연)가구,70
"서울시","서초구",방배1동,총가구,일반가구,보통가구,4299
"서울시","서초구",방배1동,총가구,집단가구,비혈연 6인이상 가구,2
"서울시","서초구",방배1동,총가구,집단가구,집단시설가구,-
"서울시","서초구",방배1동,총가구,외국인가구,소계,28
"서울시","서초구",방배2동,총가구,소계,소계,8539
"서울시","서초구",방배2동,총가구,일반가구,소계,8476
"서울시","서초구",방배2동,총가구,일반가구,1인가구,1621
"서울시","서초구",방배2동,총가구,일반가구,비친족(혈연)가구,69
"서울시","서초구",방배2동,총가구,일반가구,보통가구,6786
"서울시","서초구",방배2동,총가구,집단가구,비혈연 6인이상 가구,1
"서울시","서초구",방배2동,총가구,집단가구,집단시설가구,-
"서울시","서초구",방배2동,총가구,외국인가구,소계,62
"서울시","서초구",방배3동,총가구,소계,소계,7865
"서울시","서초구",방배3동,총가구,일반가구,소계,7814
"서울시","서초구",방배3동,총가구,일반가구,1인가구,1178
"서울시","서초구",방배3동,총가구,일반가구,비친족(혈연)가구,62
"서울시","서초구",방배3동,총가구,일반가구,보통가구,6574
"서울시","서초구",방배3동,총가구,집단가구,비혈연 6인이상 가구,1
"서울시","서초구",방배3동,총가구,집단가구,집단시설가구,3
"서울시","서초구",방배3동,총가구,외국인가구,소계,47
"서울시","서초구",방배4동,총가구,소계,소계,8143
"서울시","서초구",방배4동,총가구,일반가구,소계,8033
"서울시","서초구",방배4동,총가구,일반가구,1인가구,1683
"서울시","서초구",방배4동,총가구,일반가구,비친족(혈연)가구,83
"서울시","서초구",방배4동,총가구,일반가구,보통가구,6267
"서울시","서초구",방배4동,총가구,집단가구,비혈연 6인이상 가구,1
"서울시","서초구",방배4동,총가구,집단가구,집단시설가구,6
"서울시","서초구",방배4동,총가구,외국인가구,소계,103
"서울시","서초구",양재1동,총가구,소계,소계,9151
"서울시","서초구",양재1동,총가구,일반가구,소계,9071
"서울시","서초구",양재1동,총가구,일반가구,1인가구,2310
"서울시","서초구",양재1동,총가구,일반가구,비친족(혈연)가구,129
"서울시","서초구",양재1동,총가구,일반가구,보통가구,6632
"서울시","서초구",양재1동,총가구,집단가구,비혈연 6인이상 가구,1
"서울시","서초구",양재1동,총가구,집단가구,집단시설가구,-
"서울시","서초구",양재1동,총가구,외국인가구,소계,79
"서울시","서초구",양재2동,총가구,소계,소계,8293
"서울시","서초구",양재2동,총가구,일반가구,소계,8211
"서울시","서초구",양재2동,총가구,일반가구,1인가구,2611
"서울시","서초구",양재2동,총가구,일반가구,비친족(혈연)가구,149
"서울시","서초구",양재2동,총가구,일반가구,보통가구,5451
"서울시","서초구",양재2동,총가구,집단가구,비혈연 6인이상 가구,7
"서울시","서초구",양재2동,총가구,집단가구,집단시설가구,1
"서울시","서초구",양재2동,총가구,외국인가구,소계,74
"서울시","서초구",내곡동,총가구,소계,소계,1593
"서울시","서초구",내곡동,총가구,일반가구,소계,1572
"서울시","서초구",내곡동,총가구,일반가구,1인가구,318
"서울시","서초구",내곡동,총가구,일반가구,비친족(혈연)가구,18
"서울시","서초구",내곡동,총가구,일반가구,보통가구,1236
"서울시","서초구",내곡동,총가구,집단가구,비혈연 6인이상 가구,-
"서울시","서초구",내곡동,총가구,집단가구,집단시설가구,1
"서울시","서초구",내곡동,총가구,외국인가구,소계,20
"서울시","강남구",소계,총가구,소계,소계,202906
"서울시","강남구",소계,총가구,일반가구,소계,200965
"서울시","강남구",소계,총가구,일반가구,1인가구,59528
"서울시","강남구",소계,총가구,일반가구,비친족(혈연)가구,3870
"서울시","강남구",소계,총가구,일반가구,보통가구,137567
"서울시","강남구",소계,총가구,집단가구,비혈연 6인이상 가구,63
"서울시","강남구",소계,총가구,집단가구,집단시설가구,50
"서울시","강남구",소계,총가구,외국인가구,소계,1828
"서울시","강남구",신사동,총가구,소계,소계,7564
"서울시","강남구",신사동,총가구,일반가구,소계,7457
"서울시","강남구",신사동,총가구,일반가구,1인가구,2271
"서울시","강남구",신사동,총가구,일반가구,비친족(혈연)가구,145
"서울시","강남구",신사동,총가구,일반가구,보통가구,5041
"서울시","강남구",신사동,총가구,집단가구,비혈연 6인이상 가구,1
"서울시","강남구",신사동,총가구,집단가구,집단시설가구,-
"서울시","강남구",신사동,총가구,외국인가구,소계,106
"서울시","강남구",논현1동,총가구,소계,소계,13387
"서울시","강남구",논현1동,총가구,일반가구,소계,13261
"서울시","강남구",논현1동,총가구,일반가구,1인가구,7271
"서울시","강남구",논현1동,총가구,일반가구,비친족(혈연)가구,612
"서울시","강남구",논현1동,총가구,일반가구,보통가구,5378
"서울시","강남구",논현1동,총가구,집단가구,비혈연 6인이상 가구,-
"서울시","강남구",논현1동,총가구,집단가구,집단시설가구,1
"서울시","강남구",논현1동,총가구,외국인가구,소계,125
"서울시","강남구",논현2동,총가구,소계,소계,10311
"서울시","강남구",논현2동,총가구,일반가구,소계,10192
"서울시","강남구",논현2동,총가구,일반가구,1인가구,4526
"서울시","강남구",논현2동,총가구,일반가구,비친족(혈연)가구,313
"서울시","강남구",논현2동,총가구,일반가구,보통가구,5353
"서울시","강남구",논현2동,총가구,집단가구,비혈연 6인이상 가구,2
"서울시","강남구",논현2동,총가구,집단가구,집단시설가구,-
"서울시","강남구",논현2동,총가구,외국인가구,소계,117
"서울시","강남구",삼성1동,총가구,소계,소계,5321
"서울시","강남구",삼성1동,총가구,일반가구,소계,5177
"서울시","강남구",삼성1동,총가구,일반가구,1인가구,1239
"서울시","강남구",삼성1동,총가구,일반가구,비친족(혈연)가구,78
"서울시","강남구",삼성1동,총가구,일반가구,보통가구,3860
"서울시","강남구",삼성1동,총가구,집단가구,비혈연 6인이상 가구,3
"서울시","강남구",삼성1동,총가구,집단가구,집단시설가구,-
"서울시","강남구",삼성1동,총가구,외국인가구,소계,141
"서울시","강남구",삼성2동,총가구,소계,소계,12017
"서울시","강남구",삼성2동,총가구,일반가구,소계,11903
"서울시","강남구",삼성2동,총가구,일반가구,1인가구,3801
"서울시","강남구",삼성2동,총가구,일반가구,비친족(혈연)가구,219
"서울시","강남구",삼성2동,총가구,일반가구,보통가구,7883
"서울시","강남구",삼성2동,총가구,집단가구,비혈연 6인이상 가구,4
"서울시","강남구",삼성2동,총가구,집단가구,집단시설가구,-
"서울시","강남구",삼성2동,총가구,외국인가구,소계,110
"서울시","강남구",대치1동,총가구,소계,소계,6789
"서울시","강남구",대치1동,총가구,일반가구,소계,6785
"서울시","강남구",대치1동,총가구,일반가구,1인가구,277
"서울시","강남구",대치1동,총가구,일반가구,비친족(혈연)가구,7
"서울시","강남구",대치1동,총가구,일반가구,보통가구,6501
"서울시","강남구",대치1동,총가구,집단가구,비혈연 6인이상 가구,-
"서울시","강남구",대치1동,총가구,집단가구,집단시설가구,-
"서울시","강남구",대치1동,총가구,외국인가구,소계,4
"서울시","강남구",대치4동,총가구,소계,소계,9869
"서울시","강남구",대치4동,총가구,일반가구,소계,9694
"서울시","강남구",대치4동,총가구,일반가구,1인가구,4436
"서울시","강남구",대치4동,총가구,일반가구,비친족(혈연)가구,223
"서울시","강남구",대치4동,총가구,일반가구,보통가구,5035
"서울시","강남구",대치4동,총가구,집단가구,비혈연 6인이상 가구,3
"서울시","강남구",대치4동,총가구,집단가구,집단시설가구,3
"서울시","강남구",대치4동,총가구,외국인가구,소계,169
"서울시","강남구",역삼1동,총가구,소계,소계,19257
"서울시","강남구",역삼1동,총가구,일반가구,소계,18924
"서울시","강남구",역삼1동,총가구,일반가구,1인가구,11361
"서울시","강남구",역삼1동,총가구,일반가구,비친족(혈연)가구,841
"서울시","강남구",역삼1동,총가구,일반가구,보통가구,6722
"서울시","강남구",역삼1동,총가구,집단가구,비혈연 6인이상 가구,5
"서울시","강남구",역삼1동,총가구,집단가구,집단시설가구,14
"서울시","강남구",역삼1동,총가구,외국인가구,소계,314
"서울시","강남구",역삼2동,총가구,소계,소계,12902
"서울시","강남구",역삼2동,총가구,일반가구,소계,12733
"서울시","강남구",역삼2동,총가구,일반가구,1인가구,4061
"서울시","강남구",역삼2동,총가구,일반가구,비친족(혈연)가구,308
"서울시","강남구",역삼2동,총가구,일반가구,보통가구,8364
"서울시","강남구",역삼2동,총가구,집단가구,비혈연 6인이상 가구,2
"서울시","강남구",역삼2동,총가구,집단가구,집단시설가구,1
"서울시","강남구",역삼2동,총가구,외국인가구,소계,166
"서울시","강남구",도곡1동,총가구,소계,소계,7032
"서울시","강남구",도곡1동,총가구,일반가구,소계,6966
"서울시","강남구",도곡1동,총가구,일반가구,1인가구,1472
"서울시","강남구",도곡1동,총가구,일반가구,비친족(혈연)가구,58
"서울시","강남구",도곡1동,총가구,일반가구,보통가구,5436
"서울시","강남구",도곡1동,총가구,집단가구,비혈연 6인이상 가구,-
"서울시","강남구",도곡1동,총가구,집단가구,집단시설가구,6
"서울시","강남구",도곡1동,총가구,외국인가구,소계,60
"서울시","강남구",도곡2동,총가구,소계,소계,10046
"서울시","강남구",도곡2동,총가구,일반가구,소계,9973
"서울시","강남구",도곡2동,총가구,일반가구,1인가구,1200
"서울시","강남구",도곡2동,총가구,일반가구,비친족(혈연)가구,48
"서울시","강남구",도곡2동,총가구,일반가구,보통가구,8725
"서울시","강남구",도곡2동,총가구,집단가구,비혈연 6인이상 가구,1
"서울시","강남구",도곡2동,총가구,집단가구,집단시설가구,2
"서울시","강남구",도곡2동,총가구,외국인가구,소계,70
"서울시","강남구",개포1동,총가구,소계,소계,7698
"서울시","강남구",개포1동,총가구,일반가구,소계,7687
"서울시","강남구",개포1동,총가구,일반가구,1인가구,1566
"서울시","강남구",개포1동,총가구,일반가구,비친족(혈연)가구,46
"서울시","강남구",개포1동,총가구,일반가구,보통가구,6075
"서울시","강남구",개포1동,총가구,집단가구,비혈연 6인이상 가구,-
"서울시","강남구",개포1동,총가구,집단가구,집단시설가구,-
"서울시","강남구",개포1동,총가구,외국인가구,소계,11
"서울시","강남구",개포4동,총가구,소계,소계,8221
"서울시","강남구",개포4동,총가구,일반가구,소계,8169
"서울시","강남구",개포4동,총가구,일반가구,1인가구,2171
"서울시","강남구",개포4동,총가구,일반가구,비친족(혈연)가구,111
"서울시","강남구",개포4동,총가구,일반가구,보통가구,5887
"서울시","강남구",개포4동,총가구,집단가구,비혈연 6인이상 가구,2
"서울시","강남구",개포4동,총가구,집단가구,집단시설가구,6
"서울시","강남구",개포4동,총가구,외국인가구,소계,44
"서울시","강남구",일원본동,총가구,소계,소계,6723
"서울시","강남구",일원본동,총가구,일반가구,소계,6680
"서울시","강남구",일원본동,총가구,일반가구,1인가구,744
"서울시","강남구",일원본동,총가구,일반가구,비친족(혈연)가구,75
"서울시","강남구",일원본동,총가구,일반가구,보통가구,5861
"서울시","강남구",일원본동,총가구,집단가구,비혈연 6인이상 가구,25
"서울시","강남구",일원본동,총가구,집단가구,집단시설가구,1
"서울시","강남구",일원본동,총가구,외국인가구,소계,17
"서울시","강남구",일원1동,총가구,소계,소계,6650
"서울시","강남구",일원1동,총가구,일반가구,소계,6589
"서울시","강남구",일원1동,총가구,일반가구,1인가구,1675
"서울시","강남구",일원1동,총가구,일반가구,비친족(혈연)가구,61
"서울시","강남구",일원1동,총가구,일반가구,보통가구,4853
"서울시","강남구",일원1동,총가구,집단가구,비혈연 6인이상 가구,3
"서울시","강남구",일원1동,총가구,집단가구,집단시설가구,-
"서울시","강남구",일원1동,총가구,외국인가구,소계,58
"서울시","강남구",일원2동,총가구,소계,소계,6619
"서울시","강남구",일원2동,총가구,일반가구,소계,6584
"서울시","강남구",일원2동,총가구,일반가구,1인가구,1334
"서울시","강남구",일원2동,총가구,일반가구,비친족(혈연)가구,36
"서울시","강남구",일원2동,총가구,일반가구,보통가구,5214
"서울시","강남구",일원2동,총가구,집단가구,비혈연 6인이상 가구,2
"서울시","강남구",일원2동,총가구,집단가구,집단시설가구,-
"서울시","강남구",일원2동,총가구,외국인가구,소계,33
"서울시","강남구",수서동,총가구,소계,소계,7041
"서울시","강남구",수서동,총가구,일반가구,소계,7021
"서울시","강남구",수서동,총가구,일반가구,1인가구,1996
"서울시","강남구",수서동,총가구,일반가구,비친족(혈연)가구,42
"서울시","강남구",수서동,총가구,일반가구,보통가구,4983
"서울시","강남구",수서동,총가구,집단가구,비혈연 6인이상 가구,1
"서울시","강남구",수서동,총가구,집단가구,집단시설가구,1
"서울시","강남구",수서동,총가구,외국인가구,소계,18
"서울시","강남구",세곡동,총가구,소계,소계,1406
"서울시","강남구",세곡동,총가구,일반가구,소계,1399
"서울시","강남구",세곡동,총가구,일반가구,1인가구,259
"서울시","강남구",세곡동,총가구,일반가구,비친족(혈연)가구,12
"서울시","강남구",세곡동,총가구,일반가구,보통가구,1128
"서울시","강남구",세곡동,총가구,집단가구,비혈연 6인이상 가구,1
"서울시","강남구",세곡동,총가구,집단가구,집단시설가구,1
"서울시","강남구",세곡동,총가구,외국인가구,소계,5
"서울시","강남구",압구정동,총가구,소계,소계,9187
"서울시","강남구",압구정동,총가구,일반가구,소계,9111
"서울시","강남구",압구정동,총가구,일반가구,1인가구,1564
"서울시","강남구",압구정동,총가구,일반가구,비친족(혈연)가구,85
"서울시","강남구",압구정동,총가구,일반가구,보통가구,7462
"서울시","강남구",압구정동,총가구,집단가구,비혈연 6인이상 가구,3
"서울시","강남구",압구정동,총가구,집단가구,집단시설가구,4
"서울시","강남구",압구정동,총가구,외국인가구,소계,69
"서울시","강남구",청담동,총가구,소계,소계,10203
"서울시","강남구",청담동,총가구,일반가구,소계,10126
"서울시","강남구",청담동,총가구,일반가구,1인가구,2467
"서울시","강남구",청담동,총가구,일반가구,비친족(혈연)가구,177
"서울시","강남구",청담동,총가구,일반가구,보통가구,7482
"서울시","강남구",청담동,총가구,집단가구,비혈연 6인이상 가구,2
"서울시","강남구",청담동,총가구,집단가구,집단시설가구,1
"서울시","강남구",청담동,총가구,외국인가구,소계,74
"서울시","강남구",대치2동,총가구,소계,소계,12629
"서울시","강남구",대치2동,총가구,일반가구,소계,12521
"서울시","강남구",대치2동,총가구,일반가구,1인가구,1456
"서울시","강남구",대치2동,총가구,일반가구,비친족(혈연)가구,79
"서울시","강남구",대치2동,총가구,일반가구,보통가구,10986
"서울시","강남구",대치2동,총가구,집단가구,비혈연 6인이상 가구,3
"서울시","강남구",대치2동,총가구,집단가구,집단시설가구,6
"서울시","강남구",대치2동,총가구,외국인가구,소계,99
"서울시","강남구",개포2동,총가구,소계,소계,12034
"서울시","강남구",개포2동,총가구,일반가구,소계,12013
"서울시","강남구",개포2동,총가구,일반가구,1인가구,2381
"서울시","강남구",개포2동,총가구,일반가구,비친족(혈연)가구,294
"서울시","강남구",개포2동,총가구,일반가구,보통가구,9338
"서울시","강남구",개포2동,총가구,집단가구,비혈연 6인이상 가구,-
"서울시","강남구",개포2동,총가구,집단가구,집단시설가구,3
"서울시","강남구",개포2동,총가구,외국인가구,소계,18
"서울시","송파구",소계,총가구,소계,소계,221990
"서울시","송파구",소계,총가구,일반가구,소계,219426
"서울시","송파구",소계,총가구,일반가구,1인가구,42222
"서울시","송파구",소계,총가구,일반가구,비친족(혈연)가구,2233
"서울시","송파구",소계,총가구,일반가구,보통가구,174971
"서울시","송파구",소계,총가구,집단가구,비혈연 6인이상 가구,62
"서울시","송파구",소계,총가구,집단가구,집단시설가구,118
"서울시","송파구",소계,총가구,외국인가구,소계,2384
"서울시","송파구",풍납1동,총가구,소계,소계,7392
"서울시","송파구",풍납1동,총가구,일반가구,소계,6988
"서울시","송파구",풍납1동,총가구,일반가구,1인가구,1704
"서울시","송파구",풍납1동,총가구,일반가구,비친족(혈연)가구,69
"서울시","송파구",풍납1동,총가구,일반가구,보통가구,5215
"서울시","송파구",풍납1동,총가구,집단가구,비혈연 6인이상 가구,1
"서울시","송파구",풍납1동,총가구,집단가구,집단시설가구,2
"서울시","송파구",풍납1동,총가구,외국인가구,소계,401
"서울시","송파구",풍납2동,총가구,소계,소계,9468
"서울시","송파구",풍납2동,총가구,일반가구,소계,9403
"서울시","송파구",풍납2동,총가구,일반가구,1인가구,1860
"서울시","송파구",풍납2동,총가구,일반가구,비친족(혈연)가구,97
"서울시","송파구",풍납2동,총가구,일반가구,보통가구,7446
"서울시","송파구",풍납2동,총가구,집단가구,비혈연 6인이상 가구,-
"서울시","송파구",풍납2동,총가구,집단가구,집단시설가구,8
"서울시","송파구",풍납2동,총가구,외국인가구,소계,57
"서울시","송파구",거여1동,총가구,소계,소계,4936
"서울시","송파구",거여1동,총가구,일반가구,소계,4910
"서울시","송파구",거여1동,총가구,일반가구,1인가구,823
"서울시","송파구",거여1동,총가구,일반가구,비친족(혈연)가구,45
"서울시","송파구",거여1동,총가구,일반가구,보통가구,4042
"서울시","송파구",거여1동,총가구,집단가구,비혈연 6인이상 가구,2
"서울시","송파구",거여1동,총가구,집단가구,집단시설가구,3
"서울시","송파구",거여1동,총가구,외국인가구,소계,21
"서울시","송파구",거여2동,총가구,소계,소계,9722
"서울시","송파구",거여2동,총가구,일반가구,소계,9667
"서울시","송파구",거여2동,총가구,일반가구,1인가구,1991
"서울시","송파구",거여2동,총가구,일반가구,비친족(혈연)가구,75
"서울시","송파구",거여2동,총가구,일반가구,보통가구,7601
"서울시","송파구",거여2동,총가구,집단가구,비혈연 6인이상 가구,1
"서울시","송파구",거여2동,총가구,집단가구,집단시설가구,6
"서울시","송파구",거여2동,총가구,외국인가구,소계,48
"서울시","송파구",마천1동,총가구,소계,소계,6536
"서울시","송파구",마천1동,총가구,일반가구,소계,6463
"서울시","송파구",마천1동,총가구,일반가구,1인가구,1554
"서울시","송파구",마천1동,총가구,일반가구,비친족(혈연)가구,67
"서울시","송파구",마천1동,총가구,일반가구,보통가구,4842
"서울시","송파구",마천1동,총가구,집단가구,비혈연 6인이상 가구,8
"서울시","송파구",마천1동,총가구,집단가구,집단시설가구,2
"서울시","송파구",마천1동,총가구,외국인가구,소계,63
"서울시","송파구",마천2동,총가구,소계,소계,7732
"서울시","송파구",마천2동,총가구,일반가구,소계,7653
"서울시","송파구",마천2동,총가구,일반가구,1인가구,1596
"서울시","송파구",마천2동,총가구,일반가구,비친족(혈연)가구,60
"서울시","송파구",마천2동,총가구,일반가구,보통가구,5997
"서울시","송파구",마천2동,총가구,집단가구,비혈연 6인이상 가구,3
"서울시","송파구",마천2동,총가구,집단가구,집단시설가구,2
"서울시","송파구",마천2동,총가구,외국인가구,소계,74
"서울시","송파구",방이1동,총가구,소계,소계,5022
"서울시","송파구",방이1동,총가구,일반가구,소계,4953
"서울시","송파구",방이1동,총가구,일반가구,1인가구,655
"서울시","송파구",방이1동,총가구,일반가구,비친족(혈연)가구,16
"서울시","송파구",방이1동,총가구,일반가구,보통가구,4282
"서울시","송파구",방이1동,총가구,집단가구,비혈연 6인이상 가구,2
"서울시","송파구",방이1동,총가구,집단가구,집단시설가구,2
"서울시","송파구",방이1동,총가구,외국인가구,소계,65
"서울시","송파구",방이2동,총가구,소계,소계,9646
"서울시","송파구",방이2동,총가구,일반가구,소계,9466
"서울시","송파구",방이2동,총가구,일반가구,1인가구,2952
"서울시","송파구",방이2동,총가구,일반가구,비친족(혈연)가구,144
"서울시","송파구",방이2동,총가구,일반가구,보통가구,6370
"서울시","송파구",방이2동,총가구,집단가구,비혈연 6인이상 가구,3
"서울시","송파구",방이2동,총가구,집단가구,집단시설가구,18
"서울시","송파구",방이2동,총가구,외국인가구,소계,159
"서울시","송파구",오륜동,총가구,소계,소계,5485
"서울시","송파구",오륜동,총가구,일반가구,소계,5477
"서울시","송파구",오륜동,총가구,일반가구,1인가구,238
"서울시","송파구",오륜동,총가구,일반가구,비친족(혈연)가구,12
"서울시","송파구",오륜동,총가구,일반가구,보통가구,5227
"서울시","송파구",오륜동,총가구,집단가구,비혈연 6인이상 가구,1
"서울시","송파구",오륜동,총가구,집단가구,집단시설가구,2
"서울시","송파구",오륜동,총가구,외국인가구,소계,5
"서울시","송파구",오금동,총가구,소계,소계,11683
"서울시","송파구",오금동,총가구,일반가구,소계,11630
"서울시","송파구",오금동,총가구,일반가구,1인가구,1672
"서울시","송파구",오금동,총가구,일반가구,비친족(혈연)가구,65
"서울시","송파구",오금동,총가구,일반가구,보통가구,9893
"서울시","송파구",오금동,총가구,집단가구,비혈연 6인이상 가구,3
"서울시","송파구",오금동,총가구,집단가구,집단시설가구,3
"서울시","송파구",오금동,총가구,외국인가구,소계,47
"서울시","송파구",송파1동,총가구,소계,소계,9651
"서울시","송파구",송파1동,총가구,일반가구,소계,9458
"서울시","송파구",송파1동,총가구,일반가구,1인가구,2448
"서울시","송파구",송파1동,총가구,일반가구,비친족(혈연)가구,159
"서울시","송파구",송파1동,총가구,일반가구,보통가구,6851
"서울시","송파구",송파1동,총가구,집단가구,비혈연 6인이상 가구,2
"서울시","송파구",송파1동,총가구,집단가구,집단시설가구,8
"서울시","송파구",송파1동,총가구,외국인가구,소계,183
"서울시","송파구",송파2동,총가구,소계,소계,5918
"서울시","송파구",송파2동,총가구,일반가구,소계,5815
"서울시","송파구",송파2동,총가구,일반가구,1인가구,579
"서울시","송파구",송파2동,총가구,일반가구,비친족(혈연)가구,28
"서울시","송파구",송파2동,총가구,일반가구,보통가구,5208
"서울시","송파구",송파2동,총가구,집단가구,비혈연 6인이상 가구,1
"서울시","송파구",송파2동,총가구,집단가구,집단시설가구,3
"서울시","송파구",송파2동,총가구,외국인가구,소계,99
"서울시","송파구",석촌동,총가구,소계,소계,13645
"서울시","송파구",석촌동,총가구,일반가구,소계,13354
"서울시","송파구",석촌동,총가구,일반가구,1인가구,4027
"서울시","송파구",석촌동,총가구,일반가구,비친족(혈연)가구,259
"서울시","송파구",석촌동,총가구,일반가구,보통가구,9068
"서울시","송파구",석촌동,총가구,집단가구,비혈연 6인이상 가구,5
"서울시","송파구",석촌동,총가구,집단가구,집단시설가구,19
"서울시","송파구",석촌동,총가구,외국인가구,소계,267
"서울시","송파구",삼전동,총가구,소계,소계,13863
"서울시","송파구",삼전동,총가구,일반가구,소계,13702
"서울시","송파구",삼전동,총가구,일반가구,1인가구,4418
"서울시","송파구",삼전동,총가구,일반가구,비친족(혈연)가구,330
"서울시","송파구",삼전동,총가구,일반가구,보통가구,8954
"서울시","송파구",삼전동,총가구,집단가구,비혈연 6인이상 가구,5
"서울시","송파구",삼전동,총가구,집단가구,집단시설가구,6
"서울시","송파구",삼전동,총가구,외국인가구,소계,150
"서울시","송파구",가락본동,총가구,소계,소계,9157
"서울시","송파구",가락본동,총가구,일반가구,소계,9019
"서울시","송파구",가락본동,총가구,일반가구,1인가구,1652
"서울시","송파구",가락본동,총가구,일반가구,비친족(혈연)가구,82
"서울시","송파구",가락본동,총가구,일반가구,보통가구,7285
"서울시","송파구",가락본동,총가구,집단가구,비혈연 6인이상 가구,16
"서울시","송파구",가락본동,총가구,집단가구,집단시설가구,8
"서울시","송파구",가락본동,총가구,외국인가구,소계,114
"서울시","송파구",가락1동,총가구,소계,소계,5576
"서울시","송파구",가락1동,총가구,일반가구,소계,5567
"서울시","송파구",가락1동,총가구,일반가구,1인가구,1365
"서울시","송파구",가락1동,총가구,일반가구,비친족(혈연)가구,47
"서울시","송파구",가락1동,총가구,일반가구,보통가구,4155
"서울시","송파구",가락1동,총가구,집단가구,비혈연 6인이상 가구,-
"서울시","송파구",가락1동,총가구,집단가구,집단시설가구,-
"서울시","송파구",가락1동,총가구,외국인가구,소계,9
"서울시","송파구",가락2동,총가구,소계,소계,10571
"서울시","송파구",가락2동,총가구,일반가구,소계,10469
"서울시","송파구",가락2동,총가구,일반가구,1인가구,1192
"서울시","송파구",가락2동,총가구,일반가구,비친족(혈연)가구,65
"서울시","송파구",가락2동,총가구,일반가구,보통가구,9212
"서울시","송파구",가락2동,총가구,집단가구,비혈연 6인이상 가구,2
"서울시","송파구",가락2동,총가구,집단가구,집단시설가구,5
"서울시","송파구",가락2동,총가구,외국인가구,소계,95
"서울시","송파구",문정1동,총가구,소계,소계,6973
"서울시","송파구",문정1동,총가구,일반가구,소계,6899
"서울시","송파구",문정1동,총가구,일반가구,1인가구,1042
"서울시","송파구",문정1동,총가구,일반가구,비친족(혈연)가구,57
"서울시","송파구",문정1동,총가구,일반가구,보통가구,5800
"서울시","송파구",문정1동,총가구,집단가구,비혈연 6인이상 가구,1
"서울시","송파구",문정1동,총가구,집단가구,집단시설가구,6
"서울시","송파구",문정1동,총가구,외국인가구,소계,67
"서울시","송파구",문정2동,총가구,소계,소계,4646
"서울시","송파구",문정2동,총가구,일반가구,소계,4642
"서울시","송파구",문정2동,총가구,일반가구,1인가구,347
"서울시","송파구",문정2동,총가구,일반가구,비친족(혈연)가구,10
"서울시","송파구",문정2동,총가구,일반가구,보통가구,4285
"서울시","송파구",문정2동,총가구,집단가구,비혈연 6인이상 가구,-
"서울시","송파구",문정2동,총가구,집단가구,집단시설가구,2
"서울시","송파구",문정2동,총가구,외국인가구,소계,2
"서울시","송파구",장지동,총가구,소계,소계,11726
"서울시","송파구",장지동,총가구,일반가구,소계,11689
"서울시","송파구",장지동,총가구,일반가구,1인가구,1876
"서울시","송파구",장지동,총가구,일반가구,비친족(혈연)가구,97
"서울시","송파구",장지동,총가구,일반가구,보통가구,9716
"서울시","송파구",장지동,총가구,집단가구,비혈연 6인이상 가구,2
"서울시","송파구",장지동,총가구,집단가구,집단시설가구,1
"서울시","송파구",장지동,총가구,외국인가구,소계,34
"서울시","송파구",잠실본동,총가구,소계,소계,12355
"서울시","송파구",잠실본동,총가구,일반가구,소계,12068
"서울시","송파구",잠실본동,총가구,일반가구,1인가구,4120
"서울시","송파구",잠실본동,총가구,일반가구,비친족(혈연)가구,261
"서울시","송파구",잠실본동,총가구,일반가구,보통가구,7687
"서울시","송파구",잠실본동,총가구,집단가구,비혈연 6인이상 가구,2
"서울시","송파구",잠실본동,총가구,집단가구,집단시설가구,11
"서울시","송파구",잠실본동,총가구,외국인가구,소계,274
"서울시","송파구",잠실4동,총가구,소계,소계,9623
"서울시","송파구",잠실4동,총가구,일반가구,소계,9598
"서울시","송파구",잠실4동,총가구,일반가구,1인가구,1010
"서울시","송파구",잠실4동,총가구,일반가구,비친족(혈연)가구,35
